reservation_id,guest_id,stay_number,checkin_date,checkin_day,length_of_stay,lead_time_days,purpose,room_category,rate_type,nightly_rate,room_revenue,satisfaction_score,nps,rebooked_direct
R00226,G0056,14,2023-10-13,Friday,5,78,Leisure,Suite,Loyalty Rate,373.43,1867.15,9.6,Promoter,True
R00227,G0056,15,2024-04-20,Sunday,4,65,Leisure,Junior Suite,BAR,246.47,985.88,8.8,Passive,True
R00228,G0056,16,2023-06-26,Tuesday,6,67,Leisure,Junior Suite,BAR,254.42,1526.52,7.8,Passive,False
R00229,G0056,17,2023-05-22,Friday,7,87,Leisure,Suite,Package,352.12,2464.84,8.1,Passive,False
R00230,G0057,1,2023-09-13,Wednesday,3,25,Business,Presidential Suite,Loyalty Rate,636.18,1908.54,8.9,Passive,False
R00231,G0057,2,2024-02-03,Sunday,3,72,Leisure,Junior Suite,Package,242.04,726.12,8.1,Passive,False
R00232,G0057,3,2024-12-30,Friday,4,22,Leisure,Presidential Suite,Loyalty Rate,626.39,2505.56,8.9,Passive,True
R00233,G0057,4,2024-09-09,Thursday,3,73,Bleisure,Suite,Loyalty Rate,363.25,1089.75,8.7,Passive,True
R00234,G0057,5,2023-06-13,Thursday,1,14,Business,Suite,BAR,355.36,355.36,8.2,Passive,False
R00235,G0057,6,2024-06-16,Sunday,2,67,Leisure,Presidential Suite,Package,631.71,1263.42,10.0,Promoter,False
R00236,G0057,7,2024-09-13,Friday,2,70,Leisure,Suite,BAR,350.84,701.68,9.2,Promoter,True
R00237,G0057,8,2023-02-10,Saturday,5,68,Bleisure,Suite,Loyalty Rate,372.95,1864.75,7.1,Passive,False
R00238,G0057,9,2024-08-16,Tuesday,3,60,Leisure,Junior Suite,Loyalty Rate,262.62,787.86,8.8,Passive,False
R00239,G0057,10,2023-08-04,Friday,2,72,Bleisure,Presidential Suite,Loyalty Rate,611.26,1222.52,8.2,Passive,False
R00240,G0057,11,2023-09-24,Saturday,4,71,Bleisure,Suite,BAR,362.87,1451.48,9.4,Promoter,False
R00241,G0057,12,2023-06-01,Monday,4,86,Leisure,Junior Suite,Loyalty Rate,263.51,1054.04,8.1,Passive,False
R00242,G0057,13,2023-06-12,Thursday,7,70,Leisure,Suite,Loyalty Rate,371.28,2598.96,8.6,Passive,True
R00243,G0057,14,2024-09-14,Friday,3,17,Bleisure,Presidential Suite,BAR,604.52,1813.56,9.1,Promoter,True
R00244,G0057,15,2024-01-08,Saturday,6,65,Leisure,Suite,Package,377.95,2267.7,9.4,Promoter,False
R00245,G0057,16,2024-08-24,Thursday,4,62,Leisure,Presidential Suite,Loyalty Rate,605.97,2423.88,7.7,Passive,False
R00246,G0057,17,2024-06-21,Friday,5,15,Leisure,Suite,Loyalty Rate,348.12,1740.6,8.4,Passive,False
R00247,G0058,1,2023-07-31,Tuesday,3,9,Business,Deluxe,Corporate Rate,168.34,505.02,6.4,Detractor,False
R00248,G0058,2,2024-10-15,Sunday,6,9,Leisure,Deluxe,Corporate Rate,159.85,959.1,6.6,Detractor,False
R00249,G0059,1,2024-10-03,Tuesday,1,9,Business,Deluxe,OTA Rate,196.91,196.91,7.7,Passive,False
R00250,G0060,1,2024-07-04,Sunday,6,86,Leisure,Junior Suite,BAR,298.42,1790.52,7.5,Passive,False
R00251,G0060,2,2023-07-07,Saturday,4,72,Leisure,Deluxe,Promotional,196.98,787.92,6.5,Detractor,False
R00252,G0060,3,2023-10-12,Wednesday,4,80,Bleisure,Deluxe,BAR,196.33,785.32,8.2,Passive,False
R00253,G0060,4,2024-08-18,Tuesday,5,23,Leisure,Deluxe,BAR,191.54,957.7,9.2,Promoter,True
R00254,G0060,5,2024-07-09,Saturday,7,15,Leisure,Junior Suite,Promotional,269.72,1888.04,8.3,Passive,False
R00255,G0061,1,2024-03-29,Wednesday,7,25,Leisure,Junior Suite,OTA Rate,256.7,1796.9,5.1,Detractor,False
R00256,G0062,1,2024-02-21,Friday,5,78,Leisure,Junior Suite,BAR,292.05,1460.25,6.8,Detractor,False
R00257,G0062,2,2023-09-28,Thursday,7,78,Leisure,Deluxe,BAR,218.22,1527.54,8.5,Passive,False
R00258,G0062,3,2024-05-14,Friday,6,77,Business,Deluxe,BAR,201.95,1211.7,6.9,Detractor,False
R00259,G0062,4,2023-11-08,Sunday,7,37,Bleisure,Deluxe,BAR,195.97,1371.79,7.9,Passive,False
R00260,G0063,1,2023-11-11,Friday,6,74,Leisure,Standard,BAR,155.17,931.02,7.4,Passive,False
R00261,G0063,2,2024-08-07,Friday,3,64,Leisure,Junior Suite,Promotional,290.58,871.74,6.4,Detractor,False
R00262,G0064,1,2023-06-10,Friday,7,67,Leisure,Suite,Loyalty Rate,376.37,2634.59,8.4,Passive,False
R00263,G0064,2,2024-04-28,Sunday,4,53,Leisure,Junior Suite,Loyalty Rate,257.94,1031.76,6.1,Detractor,False
R00264,G0064,3,2024-04-05,Saturday,5,65,Leisure,Deluxe,Loyalty Rate,182.0,910.0,7.9,Passive,False
R00265,G0064,4,2023-05-24,Saturday,4,40,Leisure,Suite,Loyalty Rate,372.37,1489.48,8.5,Passive,True
R00266,G0064,5,2024-03-13,Friday,6,41,Leisure,Suite,Loyalty Rate,350.08,2100.48,7.7,Passive,False
R00267,G0064,6,2023-03-18,Friday,7,74,Leisure,Presidential Suite,Package,648.76,4541.32,10.0,Promoter,True
R00268,G0064,7,2024-12-24,Thursday,7,62,Leisure,Deluxe,Loyalty Rate,175.97,1231.79,7.6,Passive,False
R00269,G0064,8,2024-07-04,Sunday,6,31,Leisure,Presidential Suite,Loyalty Rate,662.45,3974.7,8.3,Passive,False
R00270,G0065,1,2024-02-28,Sunday,6,52,Leisure,Deluxe,BAR,202.13,1212.78,6.9,Detractor,False
R00271,G0066,1,2023-12-02,Saturday,4,92,Leisure,Deluxe,BAR,189.7,758.8,8.0,Passive,False
R00272,G0066,2,2023-03-11,Saturday,7,61,Leisure,Suite,BAR,425.3,2977.1,6.0,Detractor,False
R00273,G0067,1,2023-08-08,Wednesday,2,12,Business,Standard,OTA Rate,150.21,300.42,7.2,Passive,False
R00274,G0067,2,2024-12-21,Saturday,2,5,Bleisure,Standard,OTA Rate,145.04,290.08,6.6,Detractor,False
R00275,G0068,1,2024-02-10,Saturday,6,79,Leisure,Deluxe,BAR,218.77,1312.62,6.4,Detractor,False
R00276,G0068,2,2024-05-31,Friday,6,50,Leisure,Junior Suite,Package,295.79,1774.74,7.9,Passive,False
R00277,G0068,3,2024-08-01,Saturday,7,34,Bleisure,Junior Suite,Package,268.72,1881.04,7.7,Passive,False
R00278,G0068,4,2024-04-24,Sunday,6,49,Leisure,Junior Suite,Promotional,306.66,1839.96,7.0,Passive,False
R00279,G0069,1,2023-06-05,Monday,7,87,Leisure,Deluxe,BAR,182.93,1280.51,7.9,Passive,False
R00280,G0069,2,2024-03-18,Friday,4,14,Leisure,Junior Suite,Loyalty Rate,237.39,949.56,7.8,Passive,False
R00281,G0069,3,2023-11-27,Thursday,3,88,Bleisure,Junior Suite,Loyalty Rate,249.92,749.76,8.2,Passive,False
R00282,G0069,4,2024-11-12,Thursday,2,87,Business,Deluxe,BAR,173.25,346.5,8.6,Passive,True
R00283,G0069,5,2023-01-27,Sunday,2,30,Leisure,Junior Suite,Package,246.29,492.58,9.4,Promoter,True
R00284,G0069,6,2023-08-24,Wednesday,3,68,Leisure,Presidential Suite,Loyalty Rate,658.45,1975.35,7.1,Passive,False
R00285,G0070,1,2023-12-30,Friday,3,15,Business,Standard,Corporate Rate,132.13,396.39,10.0,Promoter,False
R00286,G0070,2,2023-08-02,Wednesday,4,9,Business,Suite,Corporate Rate,342.75,1371.0,7.1,Passive,False
R00287,G0070,3,2023-05-08,Monday,7,6,Business,Deluxe,Corporate Rate,163.37,1143.59,8.6,Passive,False
R00288,G0070,4,2024-09-11,Sunday,4,9,Business,Presidential Suite,Corporate Rate,615.11,2460.44,9.2,Promoter,True
R00289,G0070,5,2023-09-19,Saturday,3,15,Business,Suite,Corporate Rate,335.17,1005.51,8.9,Passive,False
R00290,G0070,6,2023-12-30,Tuesday,6,12,Business,Junior Suite,Corporate Rate,242.76,1456.56,8.2,Passive,False
R00291,G0070,7,2024-10-28,Tuesday,3,11,Business,Suite,Corporate Rate,355.0,1065.0,8.5,Passive,True
R00292,G0070,8,2023-09-12,Monday,4,7,Business,Suite,Corporate Rate,349.62,1398.48,8.3,Passive,False
R00293,G0070,9,2023-03-04,Monday,5,14,Business,Suite,Corporate Rate,352.05,1760.25,8.2,Passive,False
R00294,G0070,10,2024-03-05,Friday,4,14,Business,Presidential Suite,Corporate Rate,566.85,2267.4,9.4,Promoter,True
R00295,G0070,11,2024-05-24,Tuesday,5,13,Business,Standard,Corporate Rate,119.58,597.9,9.0,Promoter,True
R00296,G0070,12,2024-04-26,Friday,3,20,Business,Junior Suite,Corporate Rate,239.9,719.7,8.1,Passive,False
R00297,G0070,13,2024-06-21,Monday,4,5,Business,Junior Suite,Corporate Rate,225.05,900.2,9.4,Promoter,False
R00298,G0071,1,2024-04-20,Sunday,6,5,Leisure,Suite,OTA Rate,409.06,2454.36,6.5,Detractor,False
R00299,G0071,2,2023-01-01,Friday,4,11,Leisure,Junior Suite,OTA Rate,269.94,1079.76,7.3,Passive,False
R00300,G0072,1,2024-09-20,Tuesday,7,7,Leisure,Deluxe,OTA Rate,196.4,1374.8,7.2,Passive,False
R00301,G0072,2,2023-05-27,Tuesday,6,10,Leisure,Suite,OTA Rate,372.54,2235.24,6.3,Detractor,False
R00302,G0072,3,2023-08-20,Saturday,5,23,Leisure,Suite,OTA Rate,401.75,2008.75,6.6,Detractor,False
R00303,G0072,4,2024-06-16,Sunday,4,11,Leisure,Deluxe,OTA Rate,200.19,800.76,7.6,Passive,False
R00304,G0073,1,2024-08-16,Sunday,7,20,Leisure,Suite,Package,339.72,2378.04,8.9,Passive,False
R00305,G0073,2,2023-09-01,Friday,6,75,Leisure,Presidential Suite,Loyalty Rate,654.93,3929.58,8.7,Passive,False
R00306,G0073,3,2024-02-20,Wednesday,6,83,Leisure,Junior Suite,BAR,255.44,1532.64,8.8,Passive,True
R00307,G0073,4,2023-12-12,Sunday,5,76,Leisure,Suite,Loyalty Rate,343.0,1715.0,9.7,Promoter,False
R00308,G0073,5,2024-06-15,Saturday,5,83,Leisure,Deluxe,Loyalty Rate,178.25,891.25,8.2,Passive,False
R00309,G0073,6,2023-04-24,Saturday,5,53,Bleisure,Suite,BAR,376.64,1883.2,9.1,Promoter,False
R00310,G0073,7,2024-05-31,Sunday,6,32,Leisure,Suite,Loyalty Rate,339.82,2038.92,8.5,Passive,False
R00311,G0073,8,2023-12-29,Saturday,7,81,Leisure,Standard,BAR,134.69,942.83,8.5,Passive,False
R00312,G0073,9,2024-06-27,Wednesday,7,42,Leisure,Suite,BAR,345.22,2416.54,9.6,Promoter,False
R00313,G0073,10,2024-09-16,Wednesday,6,51,Leisure,Junior Suite,BAR,248.9,1493.4,9.4,Promoter,True
R00314,G0073,11,2023-11-26,Sunday,3,46,Bleisure,Suite,BAR,347.48,1042.44,9.4,Promoter,False
R00315,G0073,12,2024-08-31,Monday,5,32,Leisure,Suite,Loyalty Rate,377.94,1889.7,9.7,Promoter,False
R00316,G0073,13,2023-09-06,Wednesday,6,89,Leisure,Deluxe,Package,170.55,1023.3,8.7,Passive,False
R00317,G0073,14,2023-10-10,Friday,4,70,Bleisure,Deluxe,Loyalty Rate,175.67,702.68,9.2,Promoter,False
R00318,G0073,15,2024-06-17,Tuesday,7,74,Leisure,Junior Suite,Loyalty Rate,260.09,1820.63,8.5,Passive,True
R00319,G0073,16,2024-09-16,Monday,7,48,Leisure,Presidential Suite,Loyalty Rate,652.72,4569.04,9.0,Promoter,True
R00320,G0073,17,2024-10-03,Saturday,7,51,Leisure,Junior Suite,Loyalty Rate,264.98,1854.86,8.6,Passive,False
R00321,G0073,18,2024-09-05,Thursday,7,69,Leisure,Junior Suite,BAR,261.29,1829.03,8.8,Passive,True
R00322,G0074,1,2023-10-10,Saturday,4,16,Leisure,Junior Suite,Corporate Rate,230.21,920.84,7.3,Passive,False
R00323,G0075,1,2024-01-01,Monday,2,52,Business,Deluxe,BAR,202.0,404.0,6.1,Detractor,False
R00324,G0076,1,2023-09-30,Saturday,7,20,Bleisure,Suite,OTA Rate,386.57,2705.99,8.4,Passive,False
R00325,G0076,2,2024-06-15,Saturday,7,4,Leisure,Junior Suite,OTA Rate,285.46,1998.22,6.2,Detractor,False
R00326,G0076,3,2023-04-11,Tuesday,5,19,Leisure,Junior Suite,OTA Rate,289.46,1447.3,6.0,Detractor,False
R00327,G0077,1,2024-03-07,Saturday,5,17,Bleisure,Suite,Corporate Rate,342.08,1710.4,8.7,Passive,True
R00328,G0077,2,2024-02-13,Saturday,5,9,Bleisure,Junior Suite,Corporate Rate,223.87,1119.35,8.7,Passive,False
R00329,G0077,3,2023-04-12,Tuesday,6,11,Business,Deluxe,Corporate Rate,172.79,1036.74,8.6,Passive,True
R00330,G0077,4,2023-09-12,Thursday,6,11,Business,Suite,Corporate Rate,325.61,1953.66,8.6,Passive,False
R00331,G0077,5,2024-07-14,Thursday,4,18,Business,Suite,Corporate Rate,332.52,1330.08,8.1,Passive,False
R00332,G0078,1,2024-09-23,Saturday,3,54,Leisure,Junior Suite,BAR,295.26,885.78,6.5,Detractor,False
R00333,G0078,2,2024-10-16,Saturday,3,62,Bleisure,Standard,Promotional,152.4,457.2,7.6,Passive,False
R00334,G0079,1,2023-12-12,Sunday,3,6,Leisure,Standard,OTA Rate,139.24,417.72,5.8,Detractor,False
R00335,G0080,1,2024-08-18,Wednesday,3,20,Business,Standard,Corporate Rate,127.54,382.62,8.0,Passive,False
R00336,G0080,2,2023-07-02,Thursday,1,5,Business,Standard,Corporate Rate,128.11,128.11,7.4,Passive,False
R00337,G0081,1,2024-11-10,Thursday,7,18,Leisure,Deluxe,OTA Rate,186.52,1305.64,6.6,Detractor,False
R00338,G0081,2,2024-01-30,Sunday,7,19,Bleisure,Presidential Suite,OTA Rate,672.51,4707.57,7.3,Passive,False
R00339,G0081,3,2023-08-19,Monday,6,22,Leisure,Presidential Suite,OTA Rate,645.48,3872.88,7.9,Passive,False
R00340,G0081,4,2023-08-18,Sunday,4,15,Leisure,Junior Suite,OTA Rate,264.51,1058.04,7.1,Passive,False
R00341,G0081,5,2023-01-13,Sunday,6,27,Leisure,Deluxe,OTA Rate,197.47,1184.82,6.9,Detractor,False
R00342,G0082,1,2024-08-04,Wednesday,7,13,Leisure,Junior Suite,OTA Rate,288.91,2022.37,6.5,Detractor,False
R00343,G0083,1,2024-02-01,Saturday,4,47,Leisure,Deluxe,BAR,216.68,866.72,7.4,Passive,False
R00344,G0083,2,2023-08-29,Friday,3,55,Bleisure,Suite,Promotional,393.83,1181.49,7.1,Passive,False
R00345,G0083,3,2024-07-05,Tuesday,6,74,Leisure,Deluxe,BAR,213.71,1282.26,7.1,Passive,False
R00346,G0084,1,2023-08-22,Saturday,7,91,Leisure,Suite,Loyalty Rate,349.89,2449.23,8.0,Passive,False
R00347,G0084,2,2023-02-24,Friday,6,76,Leisure,Standard,Package,126.98,761.88,6.9,Detractor,False
R00348,G0084,3,2024-04-04,Monday,4,82,Leisure,Suite,Loyalty Rate,366.36,1465.44,7.0,Passive,False
R00349,G0084,4,2023-03-08,Thursday,4,114,Leisure,Standard,BAR,133.07,532.28,7.5,Passive,False
R00350,G0084,5,2023-05-17,Wednesday,5,60,Leisure,Junior Suite,BAR,246.37,1231.85,7.9,Passive,False
R00351,G0084,6,2024-08-06,Friday,5,39,Leisure,Suite,Package,362.57,1812.85,8.3,Passive,False
R00352,G0084,7,2023-01-07,Monday,4,96,Leisure,Standard,Package,135.8,543.2,9.3,Promoter,True
R00353,G0084,8,2023-06-15,Thursday,6,120,Leisure,Suite,Loyalty Rate,346.38,2078.28,8.8,Passive,False
R00354,G0084,9,2024-05-21,Friday,2,72,Leisure,Junior Suite,Package,247.96,495.92,8.0,Passive,False
R00355,G0085,1,2024-02-22,Friday,4,4,Leisure,Deluxe,OTA Rate,187.67,750.68,6.3,Detractor,False
R00356,G0086,1,2024-03-16,Friday,5,13,Leisure,Deluxe,OTA Rate,192.17,960.85,5.5,Detractor,False
R00357,G0087,1,2024-10-24,Friday,2,17,Leisure,Deluxe,OTA Rate,205.83,411.66,7.3,Passive,False
R00358,G0087,2,2023-03-04,Monday,4,4,Leisure,Deluxe,OTA Rate,208.01,832.04,7.4,Passive,False
R00359,G0087,3,2024-06-25,Tuesday,2,1,Business,Suite,OTA Rate,396.55,793.1,7.9,Passive,False
R00360,G0087,4,2024-01-19,Sunday,3,21,Leisure,Junior Suite,OTA Rate,263.27,789.81,6.9,Detractor,False
R00361,G0087,5,2023-08-12,Tuesday,7,30,Leisure,Deluxe,OTA Rate,192.76,1349.32,8.0,Passive,False
R00362,G0088,1,2023-07-01,Saturday,7,7,Bleisure,Suite,Corporate Rate,336.96,2358.72,9.0,Promoter,False
R00363,G0088,2,2024-07-04,Saturday,5,12,Bleisure,Standard,Corporate Rate,129.38,646.9,8.0,Passive,False
R00364,G0088,3,2024-08-27,Friday,4,7,Business,Presidential Suite,Corporate Rate,623.51,2494.04,8.4,Passive,False
R00365,G0088,4,2024-04-10,Saturday,6,6,Leisure,Junior Suite,Corporate Rate,225.03,1350.18,8.7,Passive,True
R00366,G0088,5,2023-05-25,Thursday,6,4,Business,Deluxe,Corporate Rate,177.44,1064.64,7.8,Passive,False
R00367,G0088,6,2024-05-06,Sunday,7,5,Bleisure,Junior Suite,Corporate Rate,232.14,1624.98,8.3,Passive,False
R00368,G0088,7,2024-06-23,Thursday,6,20,Business,Junior Suite,Corporate Rate,231.08,1386.48,8.1,Passive,False
R00369,G0088,8,2023-05-19,Monday,6,15,Business,Deluxe,Corporate Rate,160.84,965.04,8.2,Passive,False
R00370,G0088,9,2023-01-25,Tuesday,7,15,Business,Deluxe,Corporate Rate,178.95,1252.65,7.5,Passive,False
R00371,G0089,1,2023-10-22,Saturday,2,9,Bleisure,Suite,Corporate Rate,331.45,662.9,6.8,Detractor,False
R00372,G0089,2,2024-08-24,Saturday,3,13,Bleisure,Junior Suite,Corporate Rate,238.11,714.33,7.5,Passive,False
R00373,G0090,1,2023-02-18,Friday,4,18,Leisure,Standard,OTA Rate,153.07,612.28,7.9,Passive,False
R00374,G0090,2,2024-03-20,Friday,3,17,Leisure,Standard,OTA Rate,150.62,451.86,7.8,Passive,False
R00375,G0090,3,2023-08-08,Saturday,1,23,Business,Standard,OTA Rate,150.91,150.91,8.7,Passive,True
R00376,G0090,4,2024-08-07,Monday,5,7,Leisure,Junior Suite,OTA Rate,260.9,1304.5,6.4,Detractor,False
R00377,G0090,5,2023-10-25,Tuesday,2,6,Business,Suite,OTA Rate,409.95,819.9,7.7,Passive,False
R00378,G0091,1,2024-01-16,Friday,3,32,Leisure,Junior Suite,BAR,244.35,733.05,7.9,Passive,False
R00379,G0091,2,2024-03-08,Saturday,7,53,Leisure,Deluxe,Package,183.81,1286.67,9.9,Promoter,True
R00380,G0091,3,2024-12-07,Thursday,2,49,Business,Suite,Loyalty Rate,370.24,740.48,7.5,Passive,False
R00381,G0091,4,2023-09-17,Saturday,5,19,Leisure,Junior Suite,Loyalty Rate,255.65,1278.25,7.4,Passive,False
R00382,G0091,5,2023-08-17,Monday,1,76,Business,Standard,BAR,129.14,129.14,7.6,Passive,False
R00383,G0091,6,2023-09-20,Saturday,7,64,Leisure,Deluxe,Loyalty Rate,186.17,1303.19,6.4,Detractor,False
R00384,G0091,7,2023-09-25,Monday,1,25,Business,Junior Suite,Loyalty Rate,240.7,240.7,7.7,Passive,False
R00385,G0091,8,2023-02-06,Tuesday,3,18,Leisure,Suite,Loyalty Rate,369.58,1108.74,7.5,Passive,False
R00386,G0091,9,2023-03-11,Wednesday,2,32,Business,Deluxe,BAR,182.34,364.68,8.2,Passive,False
R00387,G0091,10,2024-05-30,Wednesday,3,54,Leisure,Standard,Loyalty Rate,128.93,386.79,8.4,Passive,False
R00388,G0092,1,2023-09-14,Friday,3,15,Leisure,Deluxe,Corporate Rate,178.04,534.12,8.7,Passive,True
R00389,G0092,2,2023-08-19,Monday,6,3,Business,Suite,Corporate Rate,321.97,1931.82,8.3,Passive,False
R00390,G0093,1,2023-09-09,Thursday,4,18,Leisure,Suite,OTA Rate,370.02,1480.08,5.8,Detractor,False
R00391,G0093,2,2024-12-02,Friday,7,24,Bleisure,Deluxe,OTA Rate,207.21,1450.47,5.9,Detractor,False
R00392,G0094,1,2024-01-15,Friday,3,43,Business,Standard,Loyalty Rate,127.52,382.56,8.2,Passive,False
R00393,G0094,2,2024-02-01,Tuesday,3,18,Leisure,Junior Suite,Loyalty Rate,255.25,765.75,7.0,Passive,False
R00394,G0094,3,2024-05-02,Saturday,4,63,Leisure,Deluxe,BAR,182.74,730.96,9.6,Promoter,False
R00395,G0094,4,2023-12-20,Saturday,5,33,Leisure,Junior Suite,Package,243.4,1217.0,9.0,Promoter,True
R00396,G0094,5,2023-06-28,Friday,4,34,Leisure,Deluxe,Loyalty Rate,185.18,740.72,7.7,Passive,False
R00397,G0094,6,2023-05-28,Tuesday,3,43,Business,Presidential Suite,Loyalty Rate,637.94,1913.82,6.7,Detractor,False
R00398,G0094,7,2023-08-02,Friday,5,72,Leisure,Junior Suite,Loyalty Rate,247.99,1239.95,9.2,Promoter,True
R00399,G0094,8,2023-11-30,Tuesday,6,40,Leisure,Deluxe,BAR,180.46,1082.76,8.0,Passive,False
R00400,G0095,1,2024-11-06,Friday,5,84,Leisure,Suite,Package,401.48,2007.4,7.8,Passive,False
R00401,G0095,2,2023-11-11,Monday,1,83,Business,Junior Suite,BAR,299.91,299.91,5.8,Detractor,False
R00402,G0096,1,2024-09-30,Wednesday,4,84,Bleisure,Suite,Package,435.14,1740.56,6.3,Detractor,False
R00403,G0096,2,2024-03-18,Wednesday,3,40,Business,Deluxe,Package,197.21,591.63,7.1,Passive,False
R00404,G0097,1,2024-11-27,Monday,2,21,Business,Junior Suite,Corporate Rate,228.72,457.44,7.2,Passive,False
R00405,G0097,2,2024-02-26,Tuesday,3,7,Business,Junior Suite,Corporate Rate,236.78,710.34,7.1,Passive,False
R00406,G0098,1,2024-09-17,Saturday,7,18,Leisure,Suite,BAR,342.57,2397.99,8.9,Passive,True
R00407,G0098,2,2023-02-24,Tuesday,4,39,Bleisure,Suite,Package,351.42,1405.68,7.8,Passive,False
R00408,G0098,3,2023-03-09,Sunday,5,74,Bleisure,Junior Suite,Loyalty Rate,245.61,1228.05,8.6,Passive,False
R00409,G0098,4,2023-06-13,Wednesday,5,29,Leisure,Suite,BAR,345.47,1727.35,8.8,Passive,False
R00410,G0098,5,2024-04-25,Thursday,3,28,Leisure,Suite,Loyalty Rate,356.9,1070.7,9.1,Promoter,False
R00411,G0098,6,2023-05-19,Friday,5,35,Leisure,Suite,BAR,378.56,1892.8,9.3,Promoter,True
R00412,G0098,7,2024-03-27,Wednesday,2,76,Leisure,Presidential Suite,BAR,656.05,1312.1,7.8,Passive,False
R00413,G0098,8,2023-03-29,Monday,3,52,Leisure,Suite,Package,343.58,1030.74,7.5,Passive,False
R00414,G0098,9,2024-11-15,Wednesday,2,24,Business,Junior Suite,Package,250.95,501.9,9.7,Promoter,False
R00415,G0098,10,2024-08-27,Wednesday,4,38,Bleisure,Suite,Package,375.23,1500.92,9.0,Promoter,True
R00416,G0098,11,2023-11-23,Monday,3,53,Leisure,Junior Suite,Package,246.57,739.71,8.1,Passive,False
R00417,G0098,12,2023-10-07,Saturday,5,24,Leisure,Junior Suite,Loyalty Rate,261.48,1307.4,9.9,Promoter,False
R00418,G0098,13,2023-01-11,Monday,5,39,Leisure,Presidential Suite,Loyalty Rate,596.67,2983.35,8.8,Passive,False
R00419,G0098,14,2024-12-14,Friday,5,66,Bleisure,Suite,Loyalty Rate,352.96,1764.8,9.6,Promoter,True
R00420,G0098,15,2023-07-17,Thursday,5,24,Leisure,Suite,Package,373.52,1867.6,8.8,Passive,False
R00421,G0098,16,2023-01-24,Saturday,2,45,Leisure,Deluxe,Loyalty Rate,172.21,344.42,10.0,Promoter,False
R00422,G0098,17,2023-03-31,Monday,2,57,Leisure,Presidential Suite,BAR,605.07,1210.14,10.0,Promoter,False
R00423,G0098,18,2024-04-16,Friday,7,27,Leisure,Suite,Loyalty Rate,344.68,2412.76,8.5,Passive,False
R00424,G0098,19,2023-03-25,Thursday,1,14,Business,Junior Suite,BAR,243.02,243.02,9.5,Promoter,False
R00425,G0098,20,2024-02-01,Friday,5,39,Bleisure,Suite,Loyalty Rate,367.33,1836.65,9.2,Promoter,True
R00426,G0098,21,2024-11-23,Sunday,5,37,Leisure,Suite,Loyalty Rate,378.02,1890.1,9.8,Promoter,True
R00427,G0098,22,2024-07-09,Wednesday,2,23,Leisure,Deluxe,Package,184.2,368.4,7.9,Passive,False
R00428,G0098,23,2023-08-22,Wednesday,3,51,Business,Suite,BAR,350.54,1051.62,9.2,Promoter,True
R00429,G0098,24,2023-12-20,Friday,7,46,Leisure,Junior Suite,Loyalty Rate,238.87,1672.09,9.5,Promoter,True
R00430,G0099,1,2023-03-03,Saturday,2,71,Leisure,Standard,Package,143.52,287.04,5.8,Detractor,False
R00431,G0099,2,2024-08-25,Sunday,7,22,Leisure,Deluxe,Package,198.57,1389.99,6.6,Detractor,False
R00432,G0099,3,2024-01-02,Friday,5,52,Leisure,Junior Suite,BAR,306.86,1534.3,5.9,Detractor,False
R00433,G0099,4,2023-07-14,Monday,3,59,Business,Deluxe,Promotional,198.73,596.19,7.3,Passive,False
R00434,G0100,1,2024-02-17,Sunday,5,39,Leisure,Junior Suite,BAR,304.79,1523.95,7.4,Passive,False
R00435,G0100,2,2023-05-23,Friday,7,72,Leisure,Deluxe,BAR,213.45,1494.15,8.3,Passive,False
R00436,G0101,1,2023-06-26,Saturday,1,26,Business,Standard,Loyalty Rate,130.69,130.69,8.5,Passive,True
R00437,G0101,2,2024-05-24,Thursday,4,43,Bleisure,Deluxe,BAR,179.08,716.32,10.0,Promoter,True
R00438,G0101,3,2023-06-13,Saturday,4,27,Leisure,Deluxe,Loyalty Rate,178.64,714.56,7.6,Passive,False
R00439,G0101,4,2023-10-24,Wednesday,2,41,Business,Junior Suite,Loyalty Rate,245.74,491.48,7.3,Passive,False
R00440,G0101,5,2023-06-12,Thursday,5,29,Bleisure,Suite,BAR,352.76,1763.8,8.7,Passive,True
R00441,G0101,6,2024-12-06,Friday,5,22,Leisure,Standard,Loyalty Rate,130.32,651.6,9.0,Promoter,False
R00442,G0101,7,2024-12-05,Friday,2,74,Business,Suite,BAR,362.18,724.36,8.7,Passive,True
R00443,G0101,8,2023-07-19,Sunday,7,87,Leisure,Presidential Suite,Loyalty Rate,635.59,4449.13,7.0,Passive,False
R00444,G0101,9,2023-08-31,Thursday,6,74,Leisure,Presidential Suite,Loyalty Rate,655.71,3934.26,8.6,Passive,True
R00445,G0101,10,2023-06-01,Tuesday,5,73,Leisure,Suite,Package,377.39,1886.95,7.7,Passive,False
R00446,G0102,1,2023-09-30,Tuesday,1,26,Business,Deluxe,OTA Rate,201.5,201.5,6.8,Detractor,False
R00447,G0103,1,2024-01-08,Monday,3,8,Leisure,Deluxe,OTA Rate,191.55,574.65,6.6,Detractor,False
R00448,G0104,1,2024-09-27,Tuesday,4,11,Leisure,Deluxe,OTA Rate,191.21,764.84,5.9,Detractor,False
R00449,G0104,2,2024-07-03,Thursday,1,30,Business,Deluxe,OTA Rate,186.19,186.19,6.6,Detractor,False
R00450,G0104,3,2023-03-04,Wednesday,6,10,Leisure,Standard,OTA Rate,144.36,866.16,6.2,Detractor,False
